Gurus,Symbol,Date,Action,Comment,Shares,Price
gurus\Joel+Greenblatt,VRSN,2017-12-31,Reduce,Reduce -23.84%,80368,115.72
gurus\Joel+Greenblatt,VRSK,2017-12-31, Sold Out ,Sold Out,0,97.6
gurus\Joel+Greenblatt,VMW,2017-12-31, Sold Out ,Sold Out,0,123.89
gurus\Joel+Greenblatt,VIAV,2017-12-31,Reduce,Reduce -75.55%,109585,9.68
gurus\Joel+Greenblatt,VEEV,2017-12-31,Reduce,Reduce -92.73%,13194,58.87
gurus\Joel+Greenblatt,VDSI,2017-12-31,Reduce,Reduce -68.96%,10187,13.73
gurus\Joel+Greenblatt,UCTT,2017-12-31,Reduce,Reduce -17.34%,41084,18.97
gurus\Joel+Greenblatt,TXN,2017-12-31,Reduce,Reduce -20.34%,216309,103.21
gurus\Joel+Greenblatt,TTWO,2017-12-31, Sold Out ,Sold Out,0,108.04
gurus\Joel+Greenblatt,TTMI,2017-12-31,Reduce,Reduce -64.57%,10011,15.64
gurus\Joel+Greenblatt,TTD,2017-12-31,Reduce,Reduce -12.54%,195864,47.72
gurus\Joel+Greenblatt,TCX,2017-12-31, Sold Out ,Sold Out,0,60.8
gurus\Joel+Greenblatt,TBI,2017-12-31, Sold Out ,Sold Out,0,28.23
gurus\Joel+Greenblatt,SYNA,2017-12-31, Sold Out ,Sold Out,0,46.51
gurus\Joel+Greenblatt,STX,2017-12-31,Reduce,Reduce -37.66%,370134,51.18
gurus\Joel+Greenblatt,SSNI,2017-12-31, Sold Out ,Sold Out,0,16.26
gurus\Joel+Greenblatt,SPXC,2017-12-31,Reduce,Reduce -78.20%,26744,30.62
gurus\Joel+Greenblatt,SPSC,2017-12-31, Sold Out ,Sold Out,0,56.34
gurus\Joel+Greenblatt,SNPS,2017-12-31,Reduce,Reduce -66.77%,66373,88.75
gurus\Joel+Greenblatt,SHOP,2017-12-31, Sold Out ,Sold Out,0,136.62
gurus\Joel+Greenblatt,SATS,2017-12-31,Reduce,Reduce -40.19%,75112,57.99
gurus\Joel+Greenblatt,SANM,2017-12-31, Sold Out ,Sold Out,0,27.0
gurus\Joel+Greenblatt,SAIC,2017-12-31, Sold Out ,Sold Out,0,72.29
gurus\Joel+Greenblatt,SABR,2017-12-31,Reduce,Reduce -40.50%,96342,22.43
gurus\Joel+Greenblatt,RXN,2017-12-31,Reduce,Reduce -47.24%,171435,27.52
gurus\Joel+Greenblatt,RP,2017-12-31, Sold Out ,Sold Out,0,49.35
gurus\Joel+Greenblatt,RHI,2017-12-31,Reduce,Reduce -8.16%,273132,56.17
gurus\Joel+Greenblatt,RATE,2017-12-31, Sold Out ,Sold Out,0,14.0
gurus\Joel+Greenblatt,QLYS,2017-12-31,Reduce,Reduce -35.69%,20819,71.48
gurus\Joel+Greenblatt,QCOM,2017-12-31,Reduce,Reduce -11.11%,437080,64.42
gurus\Joel+Greenblatt,PNR,2017-12-31,Reduce,Reduce -10.20%,437783,70.17
gurus\Joel+Greenblatt,PLUS,2017-12-31, Sold Out ,Sold Out,0,74.95
gurus\Joel+Greenblatt,PLAB,2017-12-31, Sold Out ,Sold Out,0,8.0
gurus\Joel+Greenblatt,PEGA,2017-12-31, Sold Out ,Sold Out,0,51.25
gurus\Joel+Greenblatt,OSIS,2017-12-31,Reduce,Reduce -75.70%,13986,61.05
gurus\Joel+Greenblatt,ORCL,2017-12-31,Reduce,Reduce -15.50%,817898,50.28
gurus\Joel+Greenblatt,ON,2017-12-31,Reduce,Reduce -13.14%,1176262,22.56
gurus\Joel+Greenblatt,OMCL,2017-12-31, Sold Out ,Sold Out,0,43.75
gurus\Joel+Greenblatt,OMC,2017-12-31,Reduce,Reduce -3.11%,434222,76.99
gurus\Joel+Greenblatt,NUAN,2017-12-31,Reduce,Reduce -86.54%,38551,16.65
gurus\Joel+Greenblatt,NTAP,2017-12-31,Reduce,Reduce -1.73%,381134,54.94
gurus\Joel+Greenblatt,NSP,2017-12-31, Sold Out ,Sold Out,0,64.8
gurus\Joel+Greenblatt,MXIM,2017-12-31,Reduce,Reduce -65.37%,62077,60.76
gurus\Joel+Greenblatt,MSTR,2017-12-31,Reduce,Reduce -2.77%,46418,138.21
gurus\Joel+Greenblatt,MSI,2017-12-31,Reduce,Reduce -31.04%,72733,105.16
gurus\Joel+Greenblatt,MSFT,2017-12-31,Reduce,Reduce -41.28%,144573,92.16
gurus\Joel+Greenblatt,MSCC,2017-12-31, Sold Out ,Sold Out,0,60.76
gurus\Joel+Greenblatt,MCHP,2017-12-31,Reduce,Reduce -63.63%,63358,82.3
gurus\Joel+Greenblatt,MANH,2017-12-31,Reduce,Reduce -57.92%,97791,43.15
gurus\Joel+Greenblatt,KLIC,2017-12-31,Reduce,Reduce -0.01%,32435,21.93
gurus\Joel+Greenblatt,KFY,2017-12-31,Reduce,Reduce -79.02%,21167,41.71
gurus\Joel+Greenblatt,KELYA,2017-12-31,Reduce,Reduce -73.66%,11211,29.35
gurus\Joel+Greenblatt,KAI,2017-12-31, Sold Out ,Sold Out,0,96.7
gurus\Joel+Greenblatt,JNPR,2017-12-31,Reduce,Reduce -37.16%,883076,26.91
gurus\Joel+Greenblatt,JKHY,2017-12-31, Sold Out ,Sold Out,0,119.75
gurus\Joel+Greenblatt,JCOM,2017-12-31,Reduce,Reduce -25.04%,132818,77.7
gurus\Joel+Greenblatt,ITW,2017-12-31,Reduce,Reduce -41.20%,49235,161.97
gurus\Joel+Greenblatt,INTU,2017-12-31,Reduce,Reduce -99.11%,2901,167.34
gurus\Joel+Greenblatt,INTC,2017-12-31,Reduce,Reduce -38.04%,578837,45.56
gurus\Joel+Greenblatt,INFO,2017-12-31, Sold Out ,Sold Out,0,46.36
gurus\Joel+Greenblatt,IBM,2017-12-31, Sold Out ,Sold Out,0,155.46
gurus\Joel+Greenblatt,HPE,2017-12-31,Reduce,Reduce -18.51%,2068446,16.29
gurus\Joel+Greenblatt,GWRE,2017-12-31, Sold Out ,Sold Out,0,82.26
gurus\Joel+Greenblatt,FORM,2017-12-31,Reduce,Reduce -72.81%,16249,12.65
gurus\Joel+Greenblatt,FISV,2017-12-31,Reduce,Reduce -46.96%,22725,139.61
gurus\Joel+Greenblatt,FFIV,2017-12-31,Reduce,Reduce -35.88%,121205,144.98
gurus\Joel+Greenblatt,EXTR,2017-12-31,Reduce,Reduce -30.38%,286793,12.07
gurus\Joel+Greenblatt,EXTN,2017-12-31,Reduce,Reduce -6.48%,185478,26.86
gurus\Joel+Greenblatt,EA,2017-12-31,Reduce,Reduce -55.46%,181439,126.51
gurus\Joel+Greenblatt,DOX,2017-12-31,Reduce,Reduce -30.28%,43971,66.53
gurus\Joel+Greenblatt,DIOD,2017-12-31,Reduce,Reduce -38.53%,31693,29.61
gurus\Joel+Greenblatt,CTXS,2017-12-31,Reduce,Reduce -56.30%,98010,90.95
gurus\Joel+Greenblatt,CSRA,2017-12-31,Reduce,Reduce -5.02%,247097,40.51
gurus\Joel+Greenblatt,CSCO,2017-12-31,Reduce,Reduce -29.15%,1048252,43.94
gurus\Joel+Greenblatt,COMM,2017-12-31, Sold Out ,Sold Out,0,39.07
gurus\Joel+Greenblatt,CLS,2017-12-31,Reduce,Reduce -45.11%,45576,10.55
gurus\Joel+Greenblatt,CLGX,2017-12-31, Sold Out ,Sold Out,0,45.17
gurus\Joel+Greenblatt,CERN,2017-12-31,Reduce,Reduce -31.82%,129763,63.99
gurus\Joel+Greenblatt,CACI,2017-12-31,Reduce,Reduce -21.14%,51221,149.78
gurus\Joel+Greenblatt,CA,2017-12-31,Reduce,Reduce -7.43%,558841,35.19
gurus\Joel+Greenblatt,BHE,2017-12-31,Reduce,Reduce -86.25%,31313,29.63
gurus\Joel+Greenblatt,BCOR,2017-12-31,Reduce,Reduce -34.39%,250798,24.0
gurus\Joel+Greenblatt,AZPN,2017-12-31,Reduce,Reduce -18.12%,115259,76.36
gurus\Joel+Greenblatt,ATVI,2017-12-31, Sold Out ,Sold Out,0,71.38
gurus\Joel+Greenblatt,ARRS,2017-12-31, Sold Out ,Sold Out,0,25.88
gurus\Joel+Greenblatt,ANSS,2017-12-31,Reduce,Reduce -34.89%,72649,161.68
gurus\Joel+Greenblatt,AMN,2017-12-31,Reduce,Reduce -68.45%,98415,53.35
gurus\Joel+Greenblatt,AMAT,2017-12-31,Reduce,Reduce -38.27%,769334,52.39
gurus\Joel+Greenblatt,ADP,2017-12-31, Sold Out ,Sold Out,0,115.14
gurus\Joel+Greenblatt,ACLS,2017-12-31,Reduce,Reduce -21.79%,116315,24.3
gurus\Joel+Greenblatt,ACIW,2017-12-31,Reduce,Reduce -75.43%,22082,22.86
gurus\Joel+Greenblatt,AAPL,2017-12-31,Reduce,Reduce -28.73%,193922,172.46
gurus\Joel+Greenblatt,AAOI,2017-12-31, Sold Out ,Sold Out,0,31.89
gurus\Joel+Greenblatt,AAN,2017-12-31, Sold Out ,Sold Out,0,45.59
gurus\Mohnish+Pabrai,GOOG,2017-12-31,Reduce,Reduce -30.80%,45828,1081.45
gurus\Mohnish+Pabrai,AER,2017-12-31,Reduce,Reduce -22.87%,807721,52.05
gurus\Prem+Watsa,IBM,2017-12-31,Reduce,Reduce -5.51%,265700,155.46
gurus\Seth+Klarman,IMOS,2017-12-31,Reduce,Reduce -51.76%,1470408,16.63
gurus\Seth+Klarman,DVMT,2017-12-31, Sold Out ,Sold Out,0,69.48
gurus\Warren+Buffett,IBM,2017-12-31,Reduce,Reduce -94.47%,2048045,155.46
