ZAYO [('2017-03-31', 'Sold Out'), ('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out'), ('2017-12-31', 'New holding')]
YNDX [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
USB [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
ULTI [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out'), ('2017-09-30', 'New holding'), ('2017-12-31', 'Reduce -11.11%')]
UBNT [('2017-03-31', 'Reduce -72.31%'), ('2017-06-30', 'Sold Out')]
UAL [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
TXRH [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
TWX [('2017-03-31', 'Add 7.54%'), ('2017-06-30', 'Add 27.98%'), ('2017-09-30', 'Add 70.76%'), ('2017-12-31', 'Reduce -64.53%')]
TWTR [('2017-03-31', 'New holding'), ('2017-06-30', 'Reduce -18.58%'), ('2017-09-30', 'Reduce -23.65%'), ('2017-12-31', 'Add 85.33%')]
TVPT [('2017-03-31', 'Sold Out')]
TTWO [('2017-03-31', 'New holding'), ('2017-06-30', 'Reduce -54.08%'), ('2017-09-30', 'Add 54.47%'), ('2017-12-31', 'Reduce -35.69%')]
TTM [('2017-03-31', 'Sold Out')]
TSRO [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
TSLA [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
TSG [('2017-03-31', 'New holding')]
TSCO [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
TRIP [('2017-03-31', 'Add 1269.22%'), ('2017-06-30', 'Add 22.99%'), ('2017-12-31', 'Sold Out')]
TMUS [('2017-03-31', 'Reduce -29.56%'), ('2017-06-30', 'Reduce -88.51%'), ('2017-09-30', 'Sold Out')]
TIVO [('2017-03-31', 'Add 9.65%'), ('2017-06-30', 'Add 15.04%'), ('2017-09-30', 'Add 4.69%'), ('2017-12-31', 'Reduce -25.08%')]
THC [('2017-03-31', 'Add 36.30%'), ('2017-06-30', 'Sold Out')]
TEO [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
TDG [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out'), ('2017-12-31', 'New holding')]
SYT [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
SYMC [('2017-03-31', 'Add 178.61%'), ('2017-06-30', 'Sold Out')]
SYF [('2017-03-31', 'Sold Out')]
SWK [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
SUPV [('2017-03-31', 'Reduce -16.53%'), ('2017-06-30', 'Sold Out')]
STZ [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
STLD [('2017-03-31', 'Sold Out')]
STJ [('2017-03-31', 'Sold Out')]
SREV [('2017-03-31', 'Add 128.58%'), ('2017-06-30', 'Add 0.86%'), ('2017-12-31', 'Reduce -77.65%')]
SRE [('2017-03-31', 'Sold Out')]
SQ [('2017-03-31', 'Sold Out')]
SPY [('2017-03-31', 'Add 0.39%'), ('2017-06-30', 'Reduce -78.85%'), ('2017-09-30', 'Add 152.73%'), ('2017-12-31', 'Reduce -49.28%')]
SPLK [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out'), ('2017-09-30', 'New holding'), ('2017-12-31', 'Sold Out')]
SPGI [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
SPB [('2017-03-31', 'Sold Out')]
SONC [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
SNI [('2017-03-31', 'New holding'), ('2017-06-30', 'Reduce -93.66%'), ('2017-09-30', 'Sold Out')]
SNAP [('2017-03-31', 'New holding'), ('2017-06-30', 'Reduce -6.06%'), ('2017-09-30', 'Sold Out'), ('2017-12-31', 'New holding')]
SJM [('2017-03-31', 'Sold Out')]
SIVB [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
SIGM [('2017-03-31', 'Add 136.17%'), ('2017-06-30', 'Add 24.47%'), ('2017-09-30', 'Add 11.15%')]
SIG [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
SHW [('2017-03-31', 'Sold Out')]
SHOP [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
SERV [('2017-03-31', 'Sold Out'), ('2017-12-31', 'New holding')]
SBAC [('2017-03-31', 'New holding'), ('2017-06-30', 'Reduce -54.68%'), ('2017-09-30', 'Add 81.82%'), ('2017-12-31', 'Reduce -25.00%')]
SAVE [('2017-03-31', 'New holding'), ('2017-06-30', 'Reduce -8.18%'), ('2017-09-30', 'Add 103.96%'), ('2017-12-31', 'Sold Out')]
S [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
RYN [('2017-03-31', 'Sold Out')]
RUBI [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
ROP [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
ROL [('2017-03-31', 'Sold Out')]
RLI [('2017-03-31', 'Sold Out')]
RLGY [('2017-03-31', 'Sold Out')]
RICE [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
RHP [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out'), ('2017-09-30', 'New holding'), ('2017-12-31', 'Sold Out')]
RHI [('2017-03-31', 'Sold Out'), ('2017-09-30', 'New holding'), ('2017-12-31', 'Sold Out')]
RAI [('2017-03-31', 'Add 965.08%'), ('2017-06-30', 'Add 13.25%'), ('2017-09-30', 'Sold Out')]
QTM [('2017-03-31', 'Reduce -5.60%'), ('2017-06-30', 'Reduce -42.23%'), ('2017-09-30', 'Sold Out')]
QCP [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
PZZA [('2017-03-31', 'New holding'), ('2017-06-30', 'Add 9.72%'), ('2017-09-30', 'Add 21.52%'), ('2017-12-31', 'Sold Out')]
PYPL [('2017-03-31', 'Add 1.02%'), ('2017-06-30', 'Reduce -13.27%'), ('2017-09-30', 'Reduce -59.44%'), ('2017-12-31', 'Sold Out')]
PXD [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
PRGO [('2017-03-31', 'Sold Out')]
POL [('2017-03-31', 'Sold Out')]
PNR [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
PNC [('2017-03-31', 'Sold Out')]
PM [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
PJT [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
PINC [('2017-03-31', 'Sold Out')]
PFE [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
PCLN [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out'), ('2017-12-31', 'New holding')]
PAY [('2017-03-31', 'Sold Out')]
PAM [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out'), ('2017-09-30', 'New holding')]
PAH [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
P [('2017-03-31', 'Sold Out')]
ORCL [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out'), ('2017-09-30', 'New holding'), ('2017-12-31', 'Sold Out')]
OA [('2017-03-31', 'Sold Out'), ('2017-06-30', 'New holding'), ('2017-09-30', 'Add 352.00%'), ('2017-12-31', 'Add 9.73%')]
O [('2017-03-31', 'Sold Out')]
NXPI [('2017-03-31', 'Add 79.32%'), ('2017-06-30', 'Add 10.88%'), ('2017-12-31', 'Add 45.76%')]
NVDA [('2017-03-31', 'New holding'), ('2017-06-30', 'Sold Out')]
NUE [('2017-03-31', 'Sold Out')]
ZTS [('2017-06-30', 'Reduce -13.17%'), ('2017-09-30', 'Reduce -2.16%'), ('2017-12-31', 'Sold Out')]
YELP [('2017-06-30', 'New holding'), ('2017-09-30', 'Reduce -6.78%'), ('2017-12-31', 'Sold Out')]
XYL [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
WEN [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
WAB [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
VZ [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
VAR [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out'), ('2017-12-31', 'New holding')]
USFD [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 1983.33%'), ('2017-12-31', 'Sold Out')]
TRGP [('2017-06-30', 'New holding'), ('2017-09-30', 'Reduce -32.39%'), ('2017-12-31', 'Reduce -69.31%')]
TOL [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
TECH [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
TAP [('2017-06-30', 'Sold Out')]
SWP [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
STMP [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 15.38%'), ('2017-12-31', 'Sold Out')]
SPLS [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
RPD [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
PNRA [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
PAGP [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out'), ('2017-12-31', 'New holding')]
OZRK [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
ORLY [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
NPTN [('2017-06-30', 'Sold Out')]
NOW [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 80.00%'), ('2017-12-31', 'Sold Out')]
NOMD [('2017-06-30', 'Add 62.19%'), ('2017-09-30', 'Reduce -52.64%'), ('2017-12-31', 'Reduce -10.19%')]
NOC [('2017-06-30', 'Sold Out')]
NKE [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
NFLX [('2017-06-30', 'Sold Out'), ('2017-12-31', 'New holding')]
NEWR [('2017-06-30', 'Reduce -11.28%'), ('2017-09-30', 'Sold Out')]
NEP [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
NBIX [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 130.61%'), ('2017-12-31', 'Sold Out')]
NATI [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
MXL [('2017-06-30', 'Sold Out')]
MXIM [('2017-06-30', 'Sold Out'), ('2017-12-31', 'New holding')]
MTCH [('2017-06-30', 'Sold Out'), ('2017-09-30', 'New holding'), ('2017-12-31', 'Sold Out')]
MSTR [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 11.69%'), ('2017-12-31', 'Sold Out')]
MSFT [('2017-06-30', 'Reduce -68.75%'), ('2017-09-30', 'Add 2475.00%'), ('2017-12-31', 'Reduce -43.98%')]
MSCI [('2017-06-30', 'Sold Out')]
MON [('2017-06-30', 'Add 188.13%'), ('2017-09-30', 'Add 50.97%'), ('2017-12-31', 'Reduce -7.32%')]
MODN [('2017-06-30', 'Reduce -5.75%'), ('2017-09-30', 'Reduce -17.24%'), ('2017-12-31', 'Reduce -82.07%')]
MNST [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
MMYT [('2017-06-30', 'Add 90.91%'), ('2017-09-30', 'Reduce -60.23%'), ('2017-12-31', 'Sold Out')]
MMM [('2017-06-30', 'New holding'), ('2017-09-30', 'Reduce -15.38%'), ('2017-12-31', 'Add 127.27%')]
MLNX [('2017-06-30', 'Sold Out'), ('2017-09-30', 'New holding'), ('2017-12-31', 'Sold Out')]
MKC [('2017-06-30', 'Sold Out')]
MJN [('2017-06-30', 'Sold Out')]
MDLZ [('2017-06-30', 'Add 9.29%'), ('2017-09-30', 'Add 29.34%'), ('2017-12-31', 'Sold Out')]
MCK [('2017-06-30', 'Sold Out'), ('2017-09-30', 'New holding'), ('2017-12-31', 'Reduce -18.12%')]
MCD [('2017-06-30', 'Sold Out'), ('2017-09-30', 'New holding'), ('2017-12-31', 'Sold Out')]
MBLY [('2017-06-30', 'Add 89.76%')]
MAR [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
MA [('2017-06-30', 'Sold Out')]
LW [('2017-06-30', 'Reduce -2.75%'), ('2017-09-30', 'Reduce -11.18%'), ('2017-12-31', 'Sold Out')]
LVS [('2017-06-30', 'Reduce -28.00%'), ('2017-09-30', 'Sold Out')]
LVNTA [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 150.00%'), ('2017-12-31', 'Add 60.80%')]
LVLT [('2017-06-30', 'Reduce -27.37%'), ('2017-09-30', 'Sold Out')]
LUV [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out'), ('2017-12-31', 'New holding')]
LRCX [('2017-06-30', 'Reduce -74.05%'), ('2017-09-30', 'Reduce -23.42%'), ('2017-12-31', 'Add 141.99%')]
LLY [('2017-06-30', 'Sold Out')]
LGF.A [('2017-06-30', 'Sold Out'), ('2017-09-30', 'New holding'), ('2017-12-31', 'Add 75.21%')]
LBTYA [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out'), ('2017-12-31', 'New holding')]
LBRDK [('2017-06-30', 'Reduce -2.11%')]
L [('2017-06-30', 'Sold Out')]
KORS [('2017-06-30', 'Sold Out')]
KMI [('2017-06-30', 'Sold Out')]
KHC [('2017-06-30', 'Add 95.45%'), ('2017-09-30', 'Add 48.62%'), ('2017-12-31', 'Sold Out')]
KATE [('2017-06-30', 'Add 484.43%'), ('2017-09-30', 'Sold Out')]
K [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 40.60%'), ('2017-12-31', 'Sold Out')]
JWN [('2017-06-30', 'Add 28.00%'), ('2017-09-30', 'Add 18.75%'), ('2017-12-31', 'Sold Out')]
JNPR [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 53.57%'), ('2017-12-31', 'Sold Out')]
JCI [('2017-06-30', 'Sold Out')]
JBLU [('2017-06-30', 'Sold Out')]
ISRG [('2017-06-30', 'Sold Out')]
IRM [('2017-06-30', 'Sold Out')]
IONS [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
INXN [('2017-06-30', 'Add 2.86%'), ('2017-09-30', 'Add 11.11%'), ('2017-12-31', 'Add 1.25%')]
INVN [('2017-06-30', 'Sold Out')]
INVE [('2017-06-30', 'New holding'), ('2017-12-31', 'Reduce -44.31%')]
INCR [('2017-06-30', 'Sold Out')]
ILMN [('2017-06-30', 'Sold Out')]
IFF [('2017-06-30', 'Sold Out')]
IEX [('2017-06-30', 'Sold Out')]
ICPT [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
IBM [('2017-06-30', 'Sold Out')]
IBB [('2017-06-30', 'Sold Out'), ('2017-09-30', 'New holding'), ('2017-12-31', 'Add 3350.00%')]
IAC [('2017-06-30', 'Reduce -60.00%'), ('2017-09-30', 'Sold Out')]
I [('2017-06-30', 'New holding'), ('2017-12-31', 'Sold Out')]
HUBS [('2017-06-30', 'New holding'), ('2017-09-30', 'Reduce -20.00%'), ('2017-12-31', 'Sold Out')]
HST [('2017-06-30', 'Sold Out')]
HRS [('2017-06-30', 'Sold Out'), ('2017-09-30', 'New holding'), ('2017-12-31', 'Sold Out')]
HRI [('2017-06-30', 'Add 3.03%'), ('2017-09-30', 'Sold Out')]
HPE [('2017-06-30', 'Sold Out')]
HON [('2017-06-30', 'Sold Out')]
HLF [('2017-06-30', 'Sold Out')]
HDP [('2017-06-30', 'New holding'), ('2017-09-30', 'Reduce -0.58%'), ('2017-12-31', 'Sold Out')]
HCP [('2017-06-30', 'Sold Out'), ('2017-09-30', 'New holding'), ('2017-12-31', 'Sold Out')]
HA [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
GUID [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
GT [('2017-06-30', 'Sold Out')]
GSAT [('2017-06-30', 'Sold Out')]
GS [('2017-06-30', 'Sold Out')]
GRPN [('2017-06-30', 'New holding'), ('2017-09-30', 'Reduce -28.45%'), ('2017-12-31', 'Sold Out')]
GRAM [('2017-06-30', 'Sold Out')]
GPN [('2017-06-30', 'Sold Out')]
GOOS [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
GOOGL [('2017-06-30', 'Sold Out'), ('2017-09-30', 'New holding'), ('2017-12-31', 'Add 53.33%')]
GLUU [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
GIS [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 20.52%'), ('2017-12-31', 'Sold Out')]
GIMO [('2017-06-30', 'Sold Out')]
GES [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
GDDY [('2017-06-30', 'Sold Out')]
G [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
FWONK [('2017-06-30', 'Sold Out')]
FWONA [('2017-06-30', 'Sold Out')]
FTV [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
FR [('2017-06-30', 'Sold Out'), ('2017-12-31', 'New holding')]
FLIR [('2017-06-30', 'Sold Out')]
FL [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
FINL [('2017-06-30', 'Add 166.39%'), ('2017-09-30', 'Reduce -11.99%'), ('2017-12-31', 'Sold Out')]
FFIV [('2017-06-30', 'Sold Out')]
FEYE [('2017-06-30', 'Reduce -96.63%'), ('2017-09-30', 'Add 249.78%'), ('2017-12-31', 'Sold Out')]
FB [('2017-06-30', 'Reduce -25.29%'), ('2017-09-30', 'Reduce -77.04%'), ('2017-12-31', 'Sold Out')]
EXPR [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 72.48%'), ('2017-12-31', 'Sold Out')]
EXFO [('2017-06-30', 'Add 37.88%'), ('2017-09-30', 'Add 34.33%'), ('2017-12-31', 'Reduce -52.58%')]
EXA [('2017-06-30', 'Add 1.89%'), ('2017-09-30', 'Add 20.73%'), ('2017-12-31', 'Sold Out')]
EW [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
ETSY [('2017-06-30', 'Reduce -35.63%'), ('2017-09-30', 'Reduce -36.57%'), ('2017-12-31', 'Sold Out')]
EQT [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 92.91%'), ('2017-12-31', 'Reduce -15.74%')]
EPC [('2017-06-30', 'Add 82.40%'), ('2017-09-30', 'Add 43.68%'), ('2017-12-31', 'Reduce -89.58%')]
EMR [('2017-06-30', 'Reduce -4.35%'), ('2017-09-30', 'Sold Out'), ('2017-12-31', 'New holding')]
EMB [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
EGN [('2017-06-30', 'Sold Out'), ('2017-12-31', 'New holding')]
EFX [('2017-06-30', 'Sold Out')]
ECL [('2017-06-30', 'Sold Out')]
EAT [('2017-06-30', 'New holding'), ('2017-09-30', 'Reduce -10.28%'), ('2017-12-31', 'Sold Out')]
DXCM [('2017-06-30', 'Sold Out'), ('2017-12-31', 'New holding')]
DXC [('2017-06-30', 'Sold Out'), ('2017-06-30', 'Sold Out')]
DVMT [('2017-06-30', 'Reduce -93.16%'), ('2017-09-30', 'Add 15.25%'), ('2017-12-31', 'Add 115.44%')]
DSPG [('2017-06-30', 'Reduce -78.00%'), ('2017-09-30', 'Add 286.37%'), ('2017-12-31', 'Sold Out')]
DPS [('2017-06-30', 'Sold Out')]
DOW [('2017-06-30', 'Sold Out')]
DOC [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
DMRC [('2017-06-30', 'Sold Out')]
DLX [('2017-06-30', 'Sold Out')]
DISH [('2017-06-30', 'Sold Out'), ('2017-09-30', 'New holding'), ('2017-12-31', 'Sold Out')]
DIS [('2017-06-30', 'Sold Out')]
DIN [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 16.22%'), ('2017-12-31', 'Sold Out')]
DDS [('2017-06-30', 'Add 36.84%'), ('2017-09-30', 'Sold Out')]
DATA [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
CYBR [('2017-06-30', 'Sold Out')]
CXO [('2017-06-30', 'Sold Out')]
CVX [('2017-06-30', 'Sold Out')]
CTXS [('2017-06-30', 'Sold Out')]
CSGP [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 1150.00%'), ('2017-12-31', 'Sold Out')]
CSCO [('2017-06-30', 'Sold Out')]
CRUS [('2017-06-30', 'Sold Out')]
CRM [('2017-06-30', 'Sold Out')]
CRC [('2017-06-30', 'Reduce -61.00%'), ('2017-09-30', 'Add 108.94%')]
COTY [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 193.45%'), ('2017-12-31', 'Reduce -66.64%')]
COP [('2017-06-30', 'Sold Out')]
CONE [('2017-06-30', 'Sold Out')]
COMM [('2017-06-30', 'Add 31.58%'), ('2017-09-30', 'Sold Out')]
COH [('2017-06-30', 'Sold Out')]
COG [('2017-06-30', 'Sold Out')]
CNX [('2017-06-30', 'Sold Out')]
CNSL [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
CNP [('2017-06-30', 'Sold Out')]
CNK [('2017-06-30', 'Sold Out')]
CNDT [('2017-06-30', 'Add 34.51%'), ('2017-09-30', 'Add 7.61%'), ('2017-12-31', 'Sold Out')]
CL [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 208.21%'), ('2017-12-31', 'Sold Out')]
CJ [('2017-06-30', 'Sold Out'), ('2017-09-30', 'New holding'), ('2017-12-31', 'Sold Out')]
CHTR [('2017-06-30', 'Sold Out'), ('2017-09-30', 'New holding'), ('2017-12-31', 'Add 27.39%')]
CHK [('2017-06-30', 'Sold Out')]
CERN [('2017-06-30', 'Sold Out')]
CCOI [('2017-06-30', 'Reduce -38.36%'), ('2017-09-30', 'Add 6.67%'), ('2017-12-31', 'Sold Out')]
CCI [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 195.13%'), ('2017-12-31', 'Reduce -27.60%')]
CC [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
CBS [('2017-06-30', 'Sold Out'), ('2017-09-30', 'New holding'), ('2017-12-31', 'Add 5072.41%')]
CBOE [('2017-06-30', 'Sold Out')]
CARS [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 67.18%'), ('2017-12-31', 'Sold Out')]
CALX [('2017-06-30', 'Add 83.70%'), ('2017-09-30', 'Reduce -27.27%'), ('2017-12-31', 'Sold Out')]
CAG [('2017-06-30', 'Sold Out')]
CACC [('2017-06-30', 'Reduce -44.95%'), ('2017-09-30', 'Sold Out')]
CAB [('2017-06-30', 'Add 92.92%'), ('2017-09-30', 'Sold Out')]
C [('2017-06-30', 'Sold Out')]
BWLD [('2017-06-30', 'Reduce -36.54%'), ('2017-09-30', 'Add 21.21%'), ('2017-12-31', 'Sold Out')]
BV [('2017-06-30', 'Reduce -21.60%'), ('2017-09-30', 'Add 22.97%'), ('2017-12-31', 'Sold Out')]
BTU [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out'), ('2017-12-31', 'New holding')]
BRKR [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
BMRN [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
BLL [('2017-06-30', 'Sold Out')]
BDXA [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
BCR [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
BBBY [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 10.81%'), ('2017-12-31', 'Sold Out')]
BABA [('2017-06-30', 'Add 79.48%'), ('2017-09-30', 'Reduce -61.67%'), ('2017-12-31', 'Sold Out')]
AZO [('2017-06-30', 'Sold Out')]
AWK [('2017-06-30', 'New holding'), ('2017-09-30', 'Reduce -0.21%'), ('2017-12-31', 'Sold Out')]
ATVI [('2017-06-30', 'Reduce -77.34%'), ('2017-09-30', 'Add 123.06%'), ('2017-12-31', 'Reduce -95.00%')]
ATUS [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
ATHN [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out'), ('2017-12-31', 'New holding')]
ATGE [('2017-06-30', 'Add 66.39%'), ('2017-09-30', 'Reduce -19.72%'), ('2017-12-31', 'Reduce -80.39%')]
ARCC [('2017-06-30', 'Sold Out')]
ANF [('2017-06-30', 'Reduce -70.97%'), ('2017-09-30', 'Add 171.53%'), ('2017-12-31', 'Sold Out')]
ANET [('2017-06-30', 'Sold Out')]
AMZN [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 33.33%'), ('2017-12-31', 'Sold Out')]
AMT [('2017-06-30', 'Add 35.29%'), ('2017-09-30', 'Reduce -30.43%'), ('2017-12-31', 'Sold Out')]
AMGN [('2017-06-30', 'Sold Out')]
AMCX [('2017-06-30', 'New holding'), ('2017-09-30', 'Reduce -11.48%'), ('2017-12-31', 'Sold Out')]
ALNY [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
ALLT [('2017-06-30', 'Add 52.80%'), ('2017-09-30', 'Add 2.61%'), ('2017-12-31', 'Reduce -1.03%')]
ALLE [('2017-06-30', 'Sold Out')]
ALK [('2017-06-30', 'New holding'), ('2017-09-30', 'Sold Out')]
AKAM [('2017-06-30', 'New holding'), ('2017-09-30', 'Add 68.09%'), ('2017-12-31', 'Sold Out')]
AIRG [('2017-06-30', 'Reduce -33.97%'), ('2017-09-30', 'Add 38.26%'), ('2017-12-31', 'Reduce -30.15%')]
AGYS [('2017-06-30', 'New holding'), ('2017-09-30', 'Reduce -27.28%'), ('2017-12-31', 'Sold Out')]
AGRO [('2017-06-30', 'Sold Out')]
AGIO [('2017-06-30', 'Sold Out'), ('2017-09-30', 'New holding'), ('2017-12-31', 'Sold Out')]
