"Date","Open","Hight","Low","Close","Volume"
"2007-01-03",5.32,5.5,5.29,5.35,72023
"2007-01-04",5.32,5.4,5.32,5.35,13092
"2007-01-05",5.34,5.38,5.3,5.38,16110
"2007-01-08",5.36,5.36,5.25,5.3,7313
"2007-01-09",5.29,5.4,5.27,5.4,123577
"2007-01-10",5.42,5.42,5.29,5.34,32970
"2007-01-11",5.3,5.48,5.29,5.41,41455
"2007-01-12",5.38,5.46,5.3,5.3,13648
"2007-01-16",5.32,5.34,5.19,5.22,21500
"2007-01-17",5.21,5.23,5.17,5.18,12575
"2007-01-18",5.16,5.3,5.16,5.21,24736
"2007-01-19",5.23,5.41,5.16,5.41,27098
"2007-01-22",5.44,5.44,5.24,5.3,27111
"2007-01-23",5.28,5.31,5.26,5.28,5100
"2007-01-24",5.35,5.37,5.29,5.34,14540
"2007-01-25",5.29,5.3,5.22,5.26,16579
"2007-01-26",5.25,5.3,5.25,5.27,12485
"2007-01-29",5.24,5.29,5.16,5.19,14800
"2007-01-30",5.25,5.31,5.1,5.17,38464
"2007-01-31",5.14,5.28,5.14,5.26,17228
"2007-02-01",5.28,5.41,5.23,5.4,35284
"2007-02-02",5.32,5.39,5.29,5.39,16614
"2007-02-05",5.38,5.59,5.33,5.5,80343
"2007-02-06",5.6,5.61,5.26,5.43,37791
"2007-02-07",5.29,5.52,4.95,5.5,73587
"2007-02-08",5.49,5.49,5.02,5.04,50058
"2007-02-09",4.95,5.11,4.95,5.05,79286
"2007-02-12",5.01,5.1,4.96,5.06,13421
"2007-02-13",5.01,5.06,4.96,5.05,11461
"2007-02-14",5.08,5.08,4.98,5.04,28014
"2007-02-15",5.04,5.1,4.96,5.09,29519
"2007-02-16",5.08,5.11,4.97,5.11,21705
"2007-02-20",5.1,5.17,5.06,5.1,8872
"2007-02-21",5.06,5.12,4.95,5.12,25859
"2007-02-22",5.1,5.36,5.1,5.36,39823
"2007-02-23",5.36,5.36,5.25,5.28,7720
"2007-02-26",5.26,5.54,5.26,5.54,66324
"2007-02-27",5.55,5.7,5.35,5.37,52942
"2007-02-28",5.4,5.54,5.26,5.49,22486
"2007-03-01",5.49,5.62,5.28,5.5,42507
"2007-03-02",5.53,5.86,5.49,5.54,52671
"2007-03-05",5.49,5.65,5.49,5.62,22344
"2007-03-06",5.61,5.85,5.46,5.67,33612
"2007-03-07",5.62,5.75,5.51,5.75,16145
"2007-03-08",5.6,5.76,5.6,5.69,14450
"2007-03-09",5.65,5.7,5.51,5.62,34449
"2007-03-12",5.53,5.63,5.53,5.57,7967
"2007-03-13",5.5,5.55,5.4,5.44,12810
"2007-03-14",5.41,5.54,5.4,5.45,20312
