"Date","Open","Hight","Low","Close","Volume"
"2012-01-04",1.48,1.48,1.34,1.34,58
"2012-01-05",1.32,1.5,1.32,1.38,40524
"2012-01-06",1.36,1.46,1.36,1.42,37422
"2012-01-09",1.3,1.48,1.3,1.37,87992
"2012-01-10",1.36,1.44,1.32,1.32,66250
"2012-01-11",1.32,1.4,1.32,1.36,24024
"2012-01-12",1.34,1.49,1.3,1.4,343062
"2012-01-13",NA,NA,NA,1.36,0
"2012-01-17",1.38,1.44,1.36,1.39,80402
"2012-01-18",1.4,1.42,1.28,1.3,70090
"2012-01-19",1.3,1.38,1.2,1.24,144787
"2012-01-20",1.3,1.36,1.2,1.32,157802
"2012-01-23",1.4,1.4,1.24,1.24,110478
"2012-01-24",1.27,1.38,1.26,1.34,48180
"2012-01-25",1.44,1.47,1.36,1.36,151412
"2012-01-26",1.39,1.44,1.32,1.36,57078
"2012-01-27",1.36,1.44,1.34,1.42,66541
"2012-01-30",1.46,1.5,1.4,1.48,69720
"2012-01-31",1.46,1.5,1.44,1.46,33361
"2012-02-01",1.46,1.46,1.4,1.46,53986
"2012-02-02",1.46,1.7,1.4,1.66,136648
"2012-02-03",1.7,1.96,1.68,1.86,213432
"2012-02-06",1.8,1.98,1.8,1.82,137290
"2012-02-07",1.82,1.86,1.64,1.8,157052
"2012-02-08",1.76,1.9,1.6,1.6,188614
"2012-02-09",1.62,1.74,1.6,1.62,70384
"2012-02-10",1.6,1.74,1.54,1.64,127276
"2012-02-13",1.7,1.74,1.62,1.72,126761
"2012-02-14",1.74,1.74,1.62,1.64,94392
"2012-02-15",1.68,1.82,1.62,1.64,350756
"2012-02-16",1.62,1.68,1.58,1.66,153034
"2012-02-17",1.72,1.72,1.6,1.71,34530
"2012-02-21",1.7,1.72,1.61,1.65,92756
"2012-02-22",1.64,1.71,1.63,1.68,21542
"2012-02-23",1.64,1.68,1.64,1.67,20841
"2012-02-24",1.72,1.72,1.62,1.7,33232
"2012-02-27",1.7,1.72,1.64,1.68,21450
"2012-02-28",1.7,1.7,1.6,1.62,64364
"2012-02-29",1.62,1.64,1.62,1.62,12982
"2012-03-01",1.6,1.63,1.58,1.6,29155
"2012-03-02",1.46,1.6,1.34,1.44,129922
"2012-03-05",1.44,1.5,1.4,1.48,10757
"2012-03-06",1.46,1.54,1.42,1.43,36641
"2012-03-07",1.4,1.41,1.23,1.25,128547
"2012-03-08",1.24,1.24,1.12,1.13,183456
"2012-03-09",1.1,1.13,1.02,1.04,273712
"2012-03-12",1.08,1.11,1.05,1.06,177111
"2012-03-13",1.04,1.09,1.02,1.09,86803
"2012-03-14",1.1,1.24,1.05,1.06,270535
"2012-03-15",1.09,1.1,1.05,1.1,144662
"2012-03-16",1.12,1.12,1.05,1.05,105195
"2012-03-19",1.06,1.15,1.02,1.13,230023
"2012-03-20",1.12,1.12,1.09,1.1,56191
"2012-03-21",1.12,1.28,1.09,1.27,204835
"2012-03-22",1.29,1.31,1.22,1.25,191593
"2012-03-23",1.25,1.3,1.25,1.28,126251
"2012-03-26",1.31,1.39,1.24,1.32,96392
"2012-03-27",1.32,1.32,1.25,1.26,42626
"2012-03-28",1.25,1.31,1.21,1.26,56362
"2012-03-29",1.25,1.27,1.19,1.21,64555
"2012-03-30",1.27,1.33,1.16,1.24,213140
"2012-04-02",1.23,1.23,1.15,1.18,64611
"2012-04-03",1.2,1.24,1.16,1.18,23142
"2012-04-04",1.2,1.2,1.12,1.12,38221
"2012-04-05",1.1,1.11,1.06,1.09,41581
"2012-04-09",1.08,1.25,1.06,1.17,79449
"2012-04-10",1.19,1.2,1.11,1.12,48397
"2012-04-11",1.16,1.16,1.12,1.14,17102
"2012-04-12",1.11,1.16,1.1,1.12,48597
"2012-04-13",1.11,1.52,1.1,1.37,2502138
"2012-04-16",1.4,1.4,1.15,1.23,582721
"2012-04-17",1.26,1.26,1.18,1.23,226822
"2012-04-18",1.25,1.25,1.13,1.18,127583
"2012-04-19",1.16,1.18,1.12,1.13,100416
"2012-04-20",1.15,1.15,1.1,1.11,111898
"2012-04-23",1.11,1.3,1.11,1.23,261778
"2012-04-24",1.24,1.62,1.2,1.59,962365
"2012-04-25",1.6,1.6,1.2,1.34,1256071
"2012-04-26",1.35,1.36,1.25,1.32,310044
"2012-04-27",1.33,1.35,1.27,1.28,105344
"2012-04-30",1.25,1.28,1.24,1.27,119641
"2012-05-01",1.28,1.29,1.23,1.25,88147
"2012-05-02",1.28,1.28,1.2,1.24,202205
"2012-05-03",1.2,1.29,1.18,1.18,227001
"2012-05-04",1.16,1.32,1.02,1.17,582082
"2012-05-07",1.19,1.65,1.12,1.48,743204
"2012-05-08",1.46,1.56,1.3,1.43,496563
"2012-05-09",1.44,1.44,1.3,1.33,49631
"2012-05-10",1.32,1.35,1.28,1.29,43723
"2012-05-11",1.3,1.37,1.28,1.28,52101
"2012-05-14",1.26,1.3,1.2,1.22,77116
"2012-05-15",1.19,1.26,1.17,1.18,53331
"2012-05-16",1.17,1.26,1.14,1.14,157257
"2012-05-17",1.15,1.2,1.09,1.1,174288
"2012-05-18",1.09,1.16,1.02,1.05,112289
"2012-05-21",1.02,1.23,1.02,1.08,73997
"2012-05-22",1.1,1.15,1.08,1.11,26372
"2012-05-23",1.09,1.1,1.03,1.06,160557
"2012-05-24",1.04,1.12,1.04,1.11,32190
"2012-05-25",1.12,1.12,1.06,1.08,14325
"2012-05-29",1.09,1.11,1.08,1.1,30715
"2012-05-30",1.1,1.1,1.04,1.06,29263
"2012-05-31",1.04,1.07,1.04,1.05,19026
"2012-06-01",1.05,1.05,1.01,1.01,82710
"2012-06-04",1.03,1.03,0.89,0.93,223348
"2012-06-05",0.91,1.03,0.82,0.96,398084
"2012-06-06",1.01,1.04,0.97,1.01,69311
"2012-06-07",1.02,1.06,0.96,1.04,46951
"2012-06-08",1.01,1.05,0.94,1.01,42015
