"Date","Open","Hight","Low","Close","Volume"
"2013-01-24",3.7,3.8,3.5,NA,NA
"2013-01-25",3.75,3.75,3.65,3.68,74336
"2013-01-28",3.7,3.72,3.51,3.67,149148
"2013-01-29",3.66,3.85,3.57,3.77,167676
"2013-01-30",3.75,3.85,3.67,3.79,95830
"2013-01-31",3.77,3.84,3.69,3.77,125816
"2013-02-01",3.84,4.12,3.72,4.08,406855
"2013-02-04",4.11,4.11,3.81,3.91,187324
"2013-02-05",3.97,4.5,3.91,4.33,299309
"2013-02-06",4.04,4.29,3.51,4.11,526321
"2013-02-07",4.07,4.45,4.07,4.24,341322
"2013-02-08",4.2,4.33,4,4.23,291787
"2013-02-11",4.24,4.32,4.14,4.27,173210
"2013-02-12",4.25,4.5,4.17,4.48,239197
"2013-02-13",4.45,4.61,4.31,4.33,159190
"2013-02-14",4.33,5.22,4.28,5.1,487762
"2013-02-15",5.1,5.15,4.9,5.03,267539
"2013-02-19",5.1,5.48,4.97,5.21,608189
"2013-02-20",5.16,5.38,4.92,4.99,206822
"2013-02-21",4.96,5.26,4.82,5.24,302476
"2013-02-22",5.29,5.37,5.01,5.24,276895
"2013-02-25",5.36,5.36,4.82,4.84,330181
"2013-02-26",4.81,5.24,4.5,5.05,458112
"2013-02-27",5,5,4.51,4.63,265375
"2013-02-28",4.64,4.96,4.5,4.93,262964
"2013-03-01",5.03,5.07,4.62,4.75,281645
"2013-03-04",4.75,4.92,4.56,4.67,236315
"2013-03-05",4.66,4.95,4.66,4.88,234081
"2013-03-06",4.88,5.17,4.84,4.92,316025
"2013-03-07",4.9,5.05,4.74,4.76,171153
"2013-03-08",4.77,5.32,4.73,5.24,270314
"2013-03-11",5.06,5.25,4.86,5.2,222690
"2013-03-12",5.18,6.3,5.11,5.88,716301
"2013-03-13",5.9,6.25,5.4,5.5,361088
"2013-03-14",5.5,5.98,5.5,5.92,348065
"2013-03-15",5.94,6,5.76,5.87,300210
"2013-03-18",5.9,5.97,5.5,5.6,300132
"2013-03-19",5.7,5.9,5.51,5.8,229057
"2013-03-20",5.83,6.17,5.65,6.02,174041
"2013-03-21",5.93,6.45,5.9,6.04,429704
"2013-03-22",6.14,6.14,5.9,5.96,209541
