"Date","Open","Hight","Low","Close","Volume"
"2007-01-03",58.2,58.68,57,58.44,71998
"2007-01-04",57.96,60,57,58.56,43915
"2007-01-05",58.08,58.92,56.4,56.88,59458
"2007-01-08",57,58.92,54.24,57.6,37760
"2007-01-09",57.36,58.56,56.4,58.2,32037
"2007-01-10",57.72,59.04,57.24,57.84,33841
"2007-01-11",57.6,59.4,57.12,58.44,45993
"2007-01-12",58.56,60.36,57.72,60,50161
"2007-01-16",60,60.6,57.72,58.92,44779
"2007-01-17",58.56,58.56,55.32,56.64,83989
"2007-01-18",56.4,56.76,55.2,56.04,40185
"2007-01-19",55.8,57,54.72,56.64,30742
"2007-01-22",56.4,56.88,54.72,56.76,31546
"2007-01-23",56.4,57.6,56.04,57.6,38223
"2007-01-24",57.6,58.44,56.76,57.96,35927
"2007-01-25",58.08,58.08,55.2,57.12,29656
"2007-01-26",56.64,57.48,54.96,56.28,28234
"2007-01-29",223.8,242.64,204.6,240,2815
"2007-01-30",246.24,246.24,234,242.4,6012
"2007-01-31",246,268.8,245.88,263.76,79056
"2007-02-01",262.92,265.8,255,265.2,12588
"2007-02-02",265.32,265.8,257.52,259.2,12494
"2007-02-05",258,258,240.96,245.16,25335
"2007-02-06",244.8,253.68,243.48,249.48,18332
"2007-02-07",248.88,255,246.96,248.76,14502
"2007-02-08",247.08,248.04,244.32,246.96,8975
"2007-02-09",246,251.28,246,249.36,6580
"2007-02-12",251.04,252,241.56,245.28,12214
"2007-02-13",244.56,247.44,241.08,246.84,10132
"2007-02-14",245.88,249.36,243,248.64,13396
"2007-02-15",248.04,249.72,246.72,248.28,6473
"2007-02-16",248.16,248.88,243.84,248.64,7201
"2007-02-20",246.6,248.4,243.6,248.4,2833
"2007-02-21",248.4,251.76,246,251.64,16055
"2007-02-22",252,254.28,249.96,253.68,8912
"2007-02-23",253.2,253.68,248.16,250.68,5502
"2007-02-26",252,252,250.56,251.76,15733
"2007-02-27",249.36,251.76,234.96,244.56,14402
"2007-02-28",244.8,248.16,238.8,244.8,26365
"2007-03-01",239.52,246,234.96,240.24,9615
"2007-03-02",238.56,240.12,231.6,232.68,9280
"2007-03-05",230.16,230.16,220.32,226.2,10427
"2007-03-06",227.64,233.16,226.44,232.56,6181
"2007-03-07",233.64,236.28,222.24,228.24,11657
"2007-03-08",229.56,235.2,226.2,229.68,6357
"2007-03-09",232.32,232.32,227.4,230.76,6093
"2007-03-12",226.2,230.28,224.64,230.28,7207
"2007-03-13",227.76,230.4,222.48,226.2,15474
