22-Apr-16	2.76	3	2.84	-0.04	-0.17
25-Apr-16	2.88	3	2.21	-0.11	-0.09
26-Apr-16	2.79	3	1.93	-0.12	-0.07
27-Apr-16	2.76	3	1.75	-0.07	-0.16
28-Apr-16	2.7	3	1.52	-0.14	-0.15
29-Apr-16	2.66	3	1.32	-0.14	-0.17
2-May-16	2.55	3	1.02	0.03	-0.13
3-May-16	2.45	4	0.72	0.06	-0.11
4-May-16	2.58	4	0.48	-0.1	-0.17
5-May-16	2.33	4	0.24	-0.01	-0.08
6-May-16	2.3	7	0	-0.04	-0.1
9-May-16	2.63	7	0	-0.15	-0.18
10-May-16	2.59	7	0	-0.15	-0.17
11-May-16	2.31	7	0	-0.08	-0.07
12-May-16	2.3	7	0	-0.07	-0.07
13-May-16	2.2	5	0	-0.05	-0.03
16-May-16	2.23	5	0	-0.04	-0.03
17-May-16	2.19	5	0	-0.02	-0.01
18-May-16	2.13	5	0	0.0	0.0
19-May-16	2.14	5	0	-0.0	0.0
20-May-16	2.08	5	0	0.03	0.05
23-May-16	2.15	5	0	0.0	0.0
24-May-16	2.14	5	0	0.01	0.01
25-May-16	2.14	5	0	-0.0	-0.0
26-May-16	2.13	5	0	0.0	-0.04
27-May-16	2.14	5	0	0.02	-0.05
31-May-16	2.16	6	0	0.0	-0.03
1-Jun-16	2.17	6	0	0.0	-0.03
2-Jun-16	2.13	6	0	0.0	-0.03
3-Jun-16	2.14	6	0	-0.05	-0.05
6-Jun-16	2.18	6	0	-0.06	-0.06
7-Jun-16	2.16	6	0	-0.03	-0.08
8-Jun-16	2.17	6	0	-0.03	-0.07
9-Jun-16	2.13	6	0	-0.03	-0.04
10-Jun-16	2.04	6	0	-0.0	-0.0
13-Jun-16	2.04	6	0	0.01	-0.08
14-Jun-16	2.1	6	0	-0.05	-0.07
15-Jun-16	2.11	6	0	-0.05	-0.03
16-Jun-16	2.07	6	0	-0.01	-0.04
17-Jun-16	2.03	6	0	0.0	-0.0
20-Jun-16	2.06	6	0	-0.09	-0.06
21-Jun-16	1.99	6	0	-0.02	0.02
22-Jun-16	2.01	6	0	0.02	0.03
23-Jun-16	2.05	6	0	-0.03	-0.02
24-Jun-16	2.03	6	0	-0.0	-0.01
27-Jun-16	1.88	5	0	0.03	0.09
28-Jun-16	1.96	5	0	0.03	0.05
29-Jun-16	2.05	5	0	0.01	0.0
30-Jun-16	1.99	6	0	0.01	0.04
1-Jul-16	2.02	6	0	-0.01	0.03
5-Jul-16	1.94	6	0	0.05	0.04
6-Jul-16	2.02	6	0	0.02	0.01
7-Jul-16	2.07	6	0	-0.0	-0.01
8-Jul-16	2.0	6	0	0.03	0.02
11-Jul-16	2.0	6	0	0.04	0.01
12-Jul-16	2.04	6	0	-0.01	0.0
13-Jul-16	2.06	6	0	-0.0	0.0
14-Jul-16	2.06	6	0	-0.01	-0.01
15-Jul-16	2.06	6	0	-0.01	-0.05
18-Jul-16	2.08	6	0	-0.03	-0.02
19-Jul-16	2.02	6	0	0.01	-0.01
20-Jul-16	2.05	6	0	0.01	0.0
21-Jul-16	2.04	6	0	0.0	0.04
22-Jul-16	2.04	6	0	-0.04	0.04
25-Jul-16	2.02	6	0	0.0	0.08
26-Jul-16	2.05	6	0	-0.02	0.05
27-Jul-16	2.07	6	0	-0.0	-0.02
28-Jul-16	2.04	6	0	0.04	-0.06
29-Jul-16	1.96	5	0	0.09	0.11
1-Aug-16	2.03	5	0	0.08	0.09
2-Aug-16	2.0	5	0	0.08	0.16
3-Aug-16	2.06	5	0	-0.01	0.15
4-Aug-16	2.12	5	0	-0.09	0.13
5-Aug-16	2.13	6	0	0.02	0.08
8-Aug-16	2.19	1	1.4	0.01	0.04
9-Aug-16	2.16	1	2.55	0.07	0.06
10-Aug-16	2.03	1	2.88	0.17	0.15
11-Aug-16	1.92	1	3.22	0.25	0.21
12-Aug-16	2.17	1	14.57	0.06	0.07
15-Aug-16	2.21	3	3.38	0.03	0.02
16-Aug-16	2.32	3	1.57	-0.01	-0.07
17-Aug-16	2.37	3	1.62	-0.02	-0.14
18-Aug-16	2.4	3	2.59	-0.03	-0.15
19-Aug-16	2.31	3	3.38	0.0	-0.1
22-Aug-16	2.28	3	3.96	-0.01	-0.1
23-Aug-16	2.3	3	3.68	-0.06	-0.11
24-Aug-16	2.33	3	2.66	-0.13	-0.1
25-Aug-16	2.33	3	1.71	-0.12	-0.14
26-Aug-16	2.32	3	1.28	-0.1	-0.15
29-Aug-16	2.26	3	1.04	-0.09	-0.16
30-Aug-16	2.16	4	0.87	-0.06	-0.12
31-Aug-16	2.03	4	0.69	0.03	-0.1
1-Sep-16	2.05	4	0.5	-0.02	-0.16
2-Sep-16	2.08	4	0.29	-0.05	-0.16
6-Sep-16	2.05	4	0.06	-0.08	-0.11
7-Sep-16	2.04	7	0	-0.07	-0.09
8-Sep-16	2.09	7	0	-0.13	-0.13
9-Sep-16	2.0	7	0	-0.14	-0.12
12-Sep-16	1.97	7	0	-0.11	-0.06
13-Sep-16	1.89	7	0	-0.03	-0.04
14-Sep-16	1.9	5	0	-0.02	-0.06
15-Sep-16	1.82	5	0	0.0	-0.03
16-Sep-16	1.73	5	0	0.02	0.01
19-Sep-16	1.75	5	0	0.06	0.01
20-Sep-16	1.83	5	0	-0.01	-0.02
21-Sep-16	1.86	5	0	-0.04	-0.02
22-Sep-16	1.82	5	0	-0.03	-0.02
23-Sep-16	1.76	5	0	-0.01	-0.01
26-Sep-16	1.85	5	0	-0.04	-0.05
27-Sep-16	1.81	6	0	-0.01	0.0
28-Sep-16	1.79	6	0	0.02	-0.01
29-Sep-16	1.76	6	0	0.01	-0.03
30-Sep-16	1.75	6	0	0.0	-0.05
3-Oct-16	1.77	6	0	-0.01	-0.09
4-Oct-16	1.8	6	0	0.01	-0.12
5-Oct-16	1.82	6	0	-0.03	-0.13
6-Oct-16	1.78	6	0	-0.04	-0.13
7-Oct-16	1.75	6	0	-0.05	-0.12
10-Oct-16	1.75	6	0	-0.08	-0.11
11-Oct-16	1.81	6	0	-0.12	-0.16
12-Oct-16	1.77	6	0	-0.11	-0.15
13-Oct-16	1.71	6	0	-0.09	-0.12
14-Oct-16	1.66	6	0	-0.07	-0.1
17-Oct-16	1.61	6	0	-0.04	-0.18
18-Oct-16	1.59	5	0	-0.04	-0.19
19-Oct-16	1.58	5	0	-0.04	-0.24
20-Oct-16	1.55	5	0	-0.03	-0.26
21-Oct-16	1.54	5	0	-0.03	-0.29
24-Oct-16	1.55	5	0	-0.15	-0.26
25-Oct-16	1.52	5	0	-0.16	-0.24
26-Oct-16	1.51	5	0	-0.21	-0.11
27-Oct-16	1.51	5	0	-0.24	-0.01
28-Oct-16	1.5	5	0	-0.27	0.07
31-Oct-16	1.32	5	0	-0.13	0.17
1-Nov-16	1.28	5	0	-0.1	0.25
2-Nov-16	1.2	5	0	0.13	0.33
3-Nov-16	1.15	5	0	0.3	0.43
4-Nov-16	1.1	5	0	0.45	0.59
7-Nov-16	1.15	5	0	0.35	0.48
8-Nov-16	1.15	5	0	0.39	0.43
9-Nov-16	1.35	5	0	0.19	0.22
10-Nov-16	1.5	5	0	0.1	0.07
11-Nov-16	1.6	6	0	0.09	-0.03
14-Nov-16	1.55	6	0	0.1	0.03
15-Nov-16	1.6	6	0	0.03	-0.06
16-Nov-16	1.6	6	0	0.03	-0.09
17-Nov-16	1.65	6	0	-0.03	-0.09
18-Nov-16	1.75	2	0.0	-0.11	-0.17
21-Nov-16	1.7	2	0.19	-0.06	-0.15
22-Nov-16	1.65	2	0.47	-0.09	-0.09
23-Nov-16	1.65	2	1.0	-0.12	-0.09
25-Nov-16	1.6	1	2.5	-0.06	-0.03
28-Nov-16	1.55	3	84.26	-0.06	-0.1
29-Nov-16	1.6	3	2.51	-0.09	-0.13
30-Nov-16	1.5	3	1.25	0.0	0.0
1-Dec-16	1.45	4	0.74	0.03	-0.03
2-Dec-16	1.5	4	0.46	0.03	-0.07
5-Dec-16	1.45	4	0.28	-0.03	0.03
6-Dec-16	1.45	4	0.09	-0.03	0.03
7-Dec-16	1.5	7	0	0.0	-0.03
8-Dec-16	1.5	7	0	-0.07	-0.07
